text	label
 is it right politically.the occupant is an individual for a specific time of period and is entitled to his personal views.contd	0
 what beautiful colours; what a great day!!	0
_fluffy911  nope i looked closer and its still beautiful	0
 shame on them	0
  oh yeah how much rent do you pay?	0
 can't imagine i've ever seen anything as so totally wrong as obama painting the white house in colored lights.	0
casa blanca muestra colores del arco iris en honor a decisión del matrimonio gay. “:  	0
 that is not beautiful, but if you closer, it is disgusting	0
	0
  i forgive you today for your intolerance lovewins	0
 future leaders of america should start making plans to save that nation from doom.	0
 what a shame. why not light up the white house every time a shoulder dies defending the freedoms everyone is enjoying this week.	0
 looks like they prepared &amp; already knew what the ruling would be. i smell a rat.	0
   she doesn't. she's just waiting for your bot tweet bout no more guns. and your shit on the 2nd	0
"paul walker was ""so happy"" hours before his tragic death "	0
"rt : paul walker was ""so happy"" hours before his tragic death "	0
"“: paul walker was ""so happy"" hours before his tragic death "	0
"“: paul walker was ""so happy"" hours before his tragic death  vean el gran ser humano que era."	0
  space he left behid him can never be filled he made the whole world to love him in such a short life span	0
"“: paul walker was ""so happy"" hours before his tragic death  rip"	0
 both heath ledger and paulwalker walker past away before their last movies were released. strange.	0
"😢😢😢“: paul walker was ""so happy"" hours before his tragic death "	0
""":paul walker was ""so happy"" hours before his tragic death "	0
  we aren't promised tomorrow	0
"“: paul walker was ""so happy"" hours before his tragic death  paulwalker"	0
""": paul walker was ""so happy"" hours before his tragic death "	0
"“: paul walker was ""so happy"" hours before his tragic death "	0
 what!	0
"“: paul walker was ""so happy"" hours before his tragic death "	0
"“: paul walker was ""so happy"" hours before his tragic death  rip"	0
                   please check this ....covid-19 virus can be transmitted in areas with hot and humid climates	0
సైంటిస్టులు: వేడి వాతావరణంలో కరోనా వైరస్ బ్రతకలేదునేను: హమ్మయ్య.. సూపర్..దేవుడు: రైన్ మోడ్ ఆన్..నిన్నటినుంచి ఆగకుండా వర్షం. నేను: దేవుడా! ఏంది మాతో ఈ గేమ్స్..😥	0
 🙏🙏 మాకు హ్యుమిడ్ గా ఉండదు కదా 😍	0
_ miga, uma amiga me passou essas informações da oms:can i catch covid-19 from my pet?no. there is no evidence that companion animals or pets such as cats and dogs have been infected or could spread the virus that causes covid-19.	0
tá, mas e os gatos?????? 	0
 to levando pra mim que eles tbm são imunes pldds meu bb doente 😰😰😰😰 nem quero imaginar	0
 🙏🏻🙏🏻🙏🏻 ah bom agora tá suave	0
today first load of obama's 10,000 syrian “refugees” has arrived in new orleans – all single males 18-30 years old 	1
  wtf? are you guys becoming canadian?	1
  how about giving these young men a good education say at mizzou yale or ithacacollege. they'll be welcomed there	1
  what a good idea!	1
 _tennessee why not settle them all around dc ?	1
  how much of a red flag should that be?turn em around,put em on boats,then sink em.	1
_rodman  no. world health organisation:how long does the virus survive on surfaces? this is unknown. it is not certain how long the virus that causes covid-19 survives on surfaces. studies suggest that other coronaviruses (including preliminary information on the covid-19 virus)....	0
please don't laugh at me, but i just found out i have a shipment of clothing from hong kong that was sent 7 days ago. corona virus lives on surfaces for 9 days. should i wait to open it for two more days?	0
 don’t open it. use gloves and put it away. the reason that coronavirus went stellar in northern italy was deliveries of fabric from china for the fashion industry. and i personally believe that the incubation period is up for debate...	0
  you need to study epidemiology of viruses.  they cannot live outside of a host for an extended period.  corona viruses cannot persist on a dry surface.  your claims are unfounded and unscientific rumors designed to scare people.  that is completely unnecessary.	0
_rodman  world health organisation:...may live on surfaces from anything from a few hours up to several days. some coronaviruses have survived between 7-9 days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment).	0
the white house takes on rainbow hues in celebrating scotusmarriage decision:  	0
 what a hell is happening with the world ???!!!	0
 it interests me lately how invisible hands raise certain issues and get desired results	0
 hey morning	0
  is the white house the center of homosexuals? christian world are no more christian believers, they are becoming prophet lut's people	0
  sickening.	0
 	0
 by saying marriage won on cover page they're distracting people from sensitivity of this issue &amp; they're desensitizing the people	0
 the gay house is now open.	0
 whiitehouse gaypride where the head goes, so the body...	0
    paint white house in black for help at black people!!!	0
 	0
 is there not among you a single right-minded man? this is what lout (lot), said and you allow gay marriage	0
 obamas' sin	0
 	0
  америка сошла сума! американцы выбрали-путь вымирания и диградации общества.	0
“: the white house takes on rainbow hues in celebrating scotusmarriage decision:  	0
 maybe now someone will buy my crochet rainbow blankets!	0
 check it out! vaspecialist will create whiteboard animation for $5 on fiverr 	0
  the very evil white house and black blood as demon in power.. anyway,  evil will always begot evil.. obama is a babylonia president	0
 50 states of bum eaters. crazy yankees. pray for america that it repents so that it can avoid god's wrath on them	0
  how	0
exposing yourself to the sun or to temperatures higher than 25c degrees does not prevent the coronavirus disease (covid-19)	0
two facts about corona virus no body talks about5g mobile networks do not spread covid-19viruses cannot travel on radio waves/mobile networks. covid-19 is spreading in many countries that do not have 5g mobile networks. 	0
covid-19 is spread through respiratory droplets when an infected person coughs, sneezes or speaks.	0
covid-19 is spread through respiratory droplets when an infected person coughs, sneezes or speaks. people can also be infected by touching a contaminated surface and then their eyes, mouth or nose.	0
you can catch covid-19, no matter how sunny or hot the weather is. countries with hot weather have reported cases of covid-19. to protect yourself, make sure you clean your hands frequently and thoroughly and avoid touching your eyes, mouth, and nose.	0
can an ultraviolet disinfection lamp kill the new coronavirus?how effective are thermal scanners in detecting people infected with the new coronavirus?are hand dryers effective in killing the new coronavirus? 	0
covid-19 virus can be transmitted in areas with hot and humid climatesthe new coronavirus cannot be transmitted through mosquito bites.cold weather and snow cannot kill the new coronavirus.taking a hot bath does not prevent the new coronavirus disease 	0
can spraying alcohol or chlorine all over your body kill the new coronavirus?do vaccines against pneumonia protect you against the new coronavirus?can regularly rinsing your nose with saline help prevent infection with the new coronavirus? 	0
can eating garlic help prevent infection with the new coronavirus?does the new coronavirus affect older people, or are younger people also susceptible?are antibiotics effective in preventing and treating the new coronavirus?	0
6. hand dryers kill coronavirus7. rinsing the nose with saline protects against coronavirus8. you can protect yourself by gargling bleach9. antibiotics kill coronavirus10. thermal scanners can diagnose coronavirus11. garlic protects against coronaviruses(2/7)	1
important-myth to know about coronavirus 1. spraying chlorine or alcohol on skin kills viruses in the body2. everyone with covid-19 dies3. cats and dogs spread coronavirus4. consuming any meat leads to coronavirus 5. face masks protect against coronavirus(1/7)	1
12. parcels from china can spread coronavirus13. home remedies can cure and protect against covid-1914. you can catch coronavirus from eating chinese food in other country.15. you can catch coronavirus from urine and feces(3/7)	1
16. the virus will die off when temperatures rise in the spring17. coronavirus is the deadliest virus known to man18. flu and pneumonia vaccines protect against covid-1919. the virus originated in a laboratory in china20. the outbreak began because people ate bat soup(4/7)	1
21. cow urine can cure coronavirus before you do any stupidity read this myth about coronavirus. don't get panic and don't make other panic. also no need to waste money on things you don't need.mortality rate is only 2%(5/7)	1
what should we do?1- avoid close contact with people who seem sick2- try not to touch your eyes, nose, or mouth3- stay at home if you are sick4 - sneeze into a tissue, then throw it in the trash5- if there are no tissues to hand, sneeze into the crook of your elbow(6/7)	1
6- wash your hands with soap regularly the tips above might seem simplistic, but during an epidemic, these are the best ways to make a difference.(7/7)	1
5g mobile networks do not spread covid-19 as it’s can’t travel via mobile networks.it’s via respiratory droplets when an infected person coughs, sneezes, speaks or by touching a contaminated surface &amp; then their eyes, mouth or nose etc. coronavirus source:  	0
  5g does not cause covid-19!  but 5g deployment will increase radiation exposure to all of us and so it will be  very harmfull according to many scientists. 	0
  my tweet is for covid19 myth only, so to clarify that it’s nothing to do with 5g networks.	0
this powerful cartoon about the charlie hebdo attack is not by banksy 	1
“: this powerful cartoon is not by banksy   it is indeed elegantly powerful.	1
it's lucille clerc. rt : this cartoon about the charlie hebdo attack is not banksy 	1
 charliehebdo inknlight	1
“: this powerful cartoon about the charlie hebdo attack is not by banksy 	1
they should not even support those religious fuck you god jesus and those religious boss i don't know  	1
 wow, her stuff is great!	1
 goh	1
6/. so what is the logic behind easing lockdown early?could it be the same logic that was behind the decisions not to screen at airports, not to ban public events in march, to delay lockdown etc.?the logic of herdimmunity - of “taking it on the chin”!	0
"3/. “i think it's extraordinarily risky. i don’t think anyone could believe, from the scientific point of view, that this is a wise move.”former csa, sir david king, thinks easing lockdown “too quickly"" makes the risk of a second wave ""very significant"". "	0
4/. “do you think the pm went against the will of his scientists?' “this is definitely a political decision.”_david_king.he points out that lifting lockdown too early doesn’t make sense from a scientific or an economic perspective. 	0
5/. alok sharma just told bbc that the govt has met it’s 5 tests &amp; that “we had almost 240,000 people tested on monday”yesterday,  said he didn’t have the data on how many people had been tested.the uk doesn’t have a digital test, trace, isolate system in place. 	0
7/. herdimmunity makes sense as an outcome not as a strategy...but on 12/3, briefed by no.10,  wrote: “the strategy of the govt is to allow the virus to pass through the entire population so we acquire herd immunity.”has this goal really changed? 	0
8/. as well as costing hundreds of thousands of lives, herdimmunity would depend on people developing immunity to covid19, which is not certain.antibodies don’t equal immunity &amp; immunity to other human coronaviruses (e.g sars &amp; mers) is only temporary.	0
9/. the govt deny herdimmunity was ever their strategy.many think it was, until the 16 march when new data emerged.but uk lockdown was intended to prevent the nhs being overwhelmed rather than being part of a full suppression/elimination strategy. 	0
10/. the uk govt isn’t all alone.last month,  was asked if the us “just have to accept the idea that by reopening there will be more death?”“we have to be warriors. we can't keep our country closed down for years,” he replied. covid19 	0
11/. but the pm doesn’t talk of death. instead he tells us “cautious optimism is palpable.”on 3 feb, he was optimistic too, warning against “medically irrational” reactions to covid19 that could “damage the economy.”was this herdimmunity strategy? 	0
12/. now is not the time for blame.it’s a time for honesty, for transparency and for unity.there are massive decisions facing our country in the coming months.we need sober leadship, responsible journalism &amp; for govt to listen to all our top scientists.herdimmunityscandal 	0
13/. lack of transparency means little hard proof of herdimmunity plans, but a leaked document shows on 23/3 faculty – contracted with palantir to build nhsx platform - proposed a simulation to assess the impact of “targeted herd immunity” (an oxymoron).	0
14/. if you'd like to find out more about the herdimmunityscandal, check out my long &amp; intersecting threads or visit  a new investigative &amp; campaigning platformrelated scandals includecarehomescandalappscandalhomecarescandal	0
"15/. govt suspects uk is experiencing 7,000 daily infections &amp; that r rate might be higher than 1.leaked 18/6 _uk covid situation report says ""we cannot preclude r being above 1” in england.it also estimates the daily infections at 7,000 not 1,346."	0
"16/. ""[this document] should be in the public domain. there’s nothing in it that justifies secrecy...the fact we have to ask if we can share these things is crazy. it’s even crazier we might be told no....phe are unable to publish anything [without govt say so].""  source "	0
17/. obtaining information from the govt is hardministers fail to answer straightforward questionssage minutes are withheld, redacted &amp; posted late on weekendsbodies like nhs &amp; phe, don't provide facts to parliamentary committees, let alone to media 	0
18/. today there were another 154 reported deaths from coronavirus.on the day that the uk finally locked down on 23 march, there were 102uk covid deaths.re: tweet 17👆  could you tell us whether phe have submitted the document they said they would, 3 months ago? 	0
"19/. four months in, &amp; we still don’t know the govt’s objective.""is the objective still to let coronavirus flow through the population &amp; just to stay within nhs capacity?""  asks. if so, that would explain the deadly herdimmunity strategy!"	0
"20/. in april, the govt changed the 5th test for easing lockdown from ""ensuring any adjustments will not risk a second peak” to ""adjustments will not overwhelm the nhs.""when _hunt asked  why, he said: ""i'm not sure i can tell you""."	0
21/. that patrick vallance &amp; no minister has been able to tell us why this significant change was made, is extraordinary but unsurprising.but we don’t actually need them to explain.the answer is v clear.the govt is pursuing a herdimmunity strategy.  	0
22/. the fact the govt never diverted from the herdimmunity strategy, makes the thinking behind their often inexplicable (in)actions, fall into place.the bewildering multiplicity of scandals are all part of one single scandal: the herdimmunitscandal.	0
23/. uk isn’t alone in attempting a herdimmunity strategy.sweden was open about it &amp; has a covid19 mortality rate 7x higher than rest of eu with cases rising 16x faster.us &amp; brazil have a policy of “opening the economy”.dutch situation echoes uk.👇  	0
24/. ons figures released today show a slight increase in community transmission &amp; that the downward trend has levelled off. it shows only 1 in 1100 are estimated to be infected.ystdy, us had the highest single-day total of new infections. breaking  	0
"we shouldn’t read too much into these figures.the study found  only 14 positive cases in 25,000 tests &amp; ons says we ""don't have evidence that the current trend is anything other than flat"".i fear we are not in the ""dance phase"" but rather back on the ""mitigation"" trajectory. "	0
"26/. asked by  why uk has the highest death rate in the world, _rees_mogg suggests it could be to with the weather.""even things as simple as the weather may have influenced coronavirus has spread, &amp; so may the practices of individual cultures &amp; societies.” "	0
27/. asked how many people are be being tested per day,  said ystdy “we don’t have those data.”the govt haven’t released the figures for more than a month.yet ministers seem happy to blurt out big numbers &amp; tell us how well the uk is doing. 	0
28/. italy’s health minister says  told italy’s pm on 13/3 that “he wants herdimmunity.”on 12/ 3,  wrote: “the strategy of the govt is to allow the virus to pass through the entire population so that we acquire herd immunity.”the govt didn’t correct him. 	0
29/ the number of suspected coronavirus outbreaks in schools almost doubled last week, new public health england figures show.there number of “acute respiratory outbreaks” in schools rose from 24 to 44 – 16 more outbreaks than were recorded at hospitals.	0
30/. the uk has moved from 4th from bottom to 24th from bottom of a global league in tackling coronavirus.the uk is now 155th out of 179 nations in the 2nd study by oxford university’s blavatnik school of govtthe study looks at the who’s six tests.	0
31/. this visual shows how, over 5 months from 1 jan, covid19 became more deadly than malaria (bigger killers eg heart disease, stroke etc aren’t included)covid cases are rising:today’s figures9.8m cases480k deaths(by tony nickonchur &amp; gavin wood)	0
uk hardest hit of all g7 nations in the weeks leading up to early june, according to bbc.england fared the worst in europe, just above spain. the research compared 11-week periods for each nation as the virus hit its peak in each country.   	0
33/. up to 90% of new cases at local level are missing from the govt datathis means that the public - school governors, local businesses, journalists writing about the presence or absence of new outbreaks etc - are being deliberately fed misleading data	0
"34/. it wasn’t data protection stopping testing info going to councils. the requirement wasn’t in the contract!""the contract with deloitte doesn’t require the company to report positive cases to phe &amp; local authorities."" email to  via  "	0
"""he covers up crime with scandal &amp; covers up malice with incompetence. they want to project an image of being inept, instead of as having a cruel &amp; well-defined plan.”  on trump’s admin.sound familiar?all part of herdimmunityscandal.  "	0
36/. failure to publish pillar 2 data (public test results) &amp; then covering it up is a scandalstarmer says a week was lost b/c the local authority didn’t have the right data claims pillar 1 &amp; 2 data was sharedthe mayor of leicester only got it on thursday pmqs 	0
 yes! not enough have died	0
" and yet there is still no proof, as far as i'm aware, that having the virus gives you immunity for anything more than a few months. within this context any ""herd immunity"" policy is more like state sanctioned murder, no?"	0
 no, it's the simple logic that there would be catastrophic economic damage if it continued for much longer.	0
 easing it early? are you actually being serious? people have been locked away for three months for gods sake...why not have a discussion about the growing mental health issue in this country because of it? or is it ok for teenagers to kill themselves? you won’t reply obviously	0
developing: police pursuing charliehebdo shooting suspects, helicopters deployed - live feed:  	0
what is a coronavirus ?	0
 lmfaooooo!	0
myth busters:q: can eating garlic help prevent infection with the new coronavirus?a: 🧄 is a healthy food that may have some antimicrobial properties. there is no evidence from the current outbreak that eating garlic has protected people from coronavirus. covid19 	0
myth busters:q: are hand dryers effective in killing the new coronovirus?a: no. hand dryers are not effective in killing the 2019-ncov.👉 	0
myth busters:q: can spraying alcohol or chlorine all over your body kill the new coronavirus?a: no. it will not kill viruses that have already entered your body.👉covid19 	0
myth busters:q: how effective are thermal scanners in detecting people infected with the new coronavirus?a: they are effective in detecting people who have developed 🌡️🤒because of infection. however, they can't detect people who are infected but are not yet sick with fever. 	0
myth busters:q: are antibiotics effective in preventing and treating the new coronavirus?a: no, antibiotics do not work against viruses, only bacteria. 2019-ncov is a virus, therefore antibiotics💊shouldn't be used as a means of prevention or treatment. covidー19 	0
myth busters:q: does the new coronavirus affect older people, or younger people also susceptible?a: people of all ages can be infected by the new coronavirus.  older people &amp; people with pre-existing med. conditions (like asthma, diabetes) appear more vulnerable.covid19 	0
fact:👉the new coronavirus cannot be transmitted through mosquito bites 🦟the new coronavirus is a respiratory virus which spread primarily through droplets generated when an infected person coughs or sneezes🤧or through droplets of saliva or discharge from nose.covid19 	0
q &amp; a: covid19 1⃣ who can catch the 2019-ncov virus?👉people living or travelling in an area where the 2019-ncov is circulating may be at risk of infection.👉coronavirus 	0
q &amp; a: coivd19 2⃣ how dangerous is the 2019-ncov?👉as with other respiratory illnesses, infection with 2019-ncov can cause mild symptoms like a runny nose, sore throat, cough &amp; fever. it can be severe for some &amp; can lead to pneumonia or breathing difficulties.coronavirus 	0
q &amp; a: coivd19 3⃣ can 2019-ncov be caught from a person who presents no symptoms?👉according to the recent reports, it may be possible that people infected with 2019-ncov may be infectious before showing significant symptoms.👉 	0
q &amp; a: coivd19 4⃣ can the 2019-ncov be transmitted from person to person?👉 yes, the 2019-ncov causes respiratory disease and can be transmitted from person to person, usually after close contact with an infected patient. coronavirus 👉 	0
concerned about the new coronavirus? stay healthy while travelling!❗️avoid close contact with people suffering from fever &amp; cough🤒🤧❗️frequently clean your hands 🧼🤲❗️avoid touching eyes👁️nose👃 or mouth👄 covid19 	0
myth buster:q: is wearing rubber gloves while out in public effective in preventing the new coronavirus infection?a: no. regularly washing your bare hands 🧼🤲offers more protection against catching covid19 than wearing rubber gloves. 	0
fact:👉covid-19 virus can be transmitted in areas with hot &amp; humid climates.from the evidence so far, the coronavirus can be transmitted in all areas, including areas with hot☀️&amp; humid weather.adopt protective measures if you live in or travel to an area reporting covid19 	0
who calls for urgent, aggressive actions to combat covid-19, as cases soar in south-east asia region.👉covid19 coronavirus 	0
be ready to fight covid19:✅be informed✅be prepared✅be smart✅be safecoronavirus 	0
be ready to fight covid19:✅be supportive✅be careful✅be alert✅be kindcoronavirus 	0
here are some simple measures that you can adopt to prevent the spread of coronavirus:1⃣ follow the golden rule. wash your hands frequently with soap and water 🧼💦🤲 or use alcohol-based hand rub 🧴stay tuned for more....covid-19 	0
here are some simple measures that you can adopt to prevent the spread of coronavirus:2⃣ when coughing or sneezing 🗣️🤧discard the spoiled tissue immediately into a closed bin 🚮🗑️covid-19 	0
here are some simple measures that you can adopt to prevent the spread of coronavirus:3⃣ when coughing and sneezing 🗣️🤧cover your mouth👄and nose👃with flexed elbow or tissuecovid-19 	0
4⃣ by maintaining distance you can help combat coronavirus  stay a meter away from anyone who's coughing, sneezing or has fever 🤒🌡🤧covid19 	0
5⃣ seek immediate medical care 👩‍⚕️🏥 if you have fever🤒🌡️ cough🤧or are experiencing breathing difficulties let's work together in combating coronaviruscovid19 	0
6⃣ at home🏡or at a public place🏨avoid touching your eyes, nose and mouthlet us all work together in combating covid19coronavirus 	0
covid19 is a infectious disease caused by a newly discovered coronoavirusthe best way to prevent &amp; slow down transmission is be well informed about the covid19 virus.here are some q&amp;as to help in combating this disease:1⃣ does sunlight kill the new coronavirus?answer👇 	0
2⃣ only dry cough is the symptom of covidー19. if i have a runny nose or sputum, i do not have covid-19. is this correct?a: no, this is not correct. some patients with covid-19 do show a runny nose🤧or a sputum as symptoms.coronavirus 	0
3⃣ am i likely to get covidー19 if i swim in a swimming pool?a: swimming 🏊‍♂️in a well-maintained, properly chlorinated pool is safe. however, it is advisable to stay away from all crowded areas including crowded swimming pools.coronavirus 	0
4⃣ does lemon &amp; turmeric prevent covidー19?a: there is no scientific evidence that lemon/turmeric🍋prevents covid-19. in general, however, who recommends consuming adequate fruit and vegetable as part of a healthy diet.coronavirus 	0
airborne spread has not been reported for covid-19 coronavirus. chinese authorities reported possibility of aerosol transmission in a relatively closed environment with prolonged exposure like icus &amp; ccus in hospitals, but more epid data analysis is needed to understand this.	0
6⃣ does drinking lots of water every 15 minutes flush out the new coronavirus &amp; protects against covidー19?a: there is no evidence that drinking lots of water flushes out the new coronavirus. however, for good health, it is recommended to have adequate water🥤covid19 	0
7⃣ eating chicken causes the spread of the new coronavirus?a: eating hygienically prepared and well-cooked chicken🍗is safe and does not cause the spread of the new coronavirus.covid19 covidー19 	0
8⃣ can newspapers carry the new coronavirus?a: newspapers 🗞️which are touched by a person with covidー19 may carry the virus for sometime. however, the risk of being infected from a newspaper is low. this is because transmission of virus depends on may factors.👇 	0
       wait, what about turmeric?	0
does the new coronavirus affect older people, or are younger people also susceptible?people of all ages can be infected by the new coronavirus (2019-ncov). older people, and people with pre-existing medical conditions (such as asthma, diabetes, heart disease) appear to	0
the virus is so new and different that it needs its own vaccine. researchers are trying to develop a vaccine against 2019-ncov. although these vaccines are not effective against 2019-ncov, vaccination against respiratory illnesses is highly recommended to protect your health. 	0
be more vulnerable to becoming severely ill with the virus. who advises people of all ages to take steps to protect themselves from the virus, for example by following good hand hygiene and good respiratory hygiene. 	0
are antibiotics effective in preventing and treating the new coronavirus?no, antibiotics do not work against viruses, only bacteria.the new coronavirus (2019-ncov) is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment.	0
however, if you are hospitalized for the 2019-ncov, you may receive antibiotics because bacterial co-infection is possible. 	0
are there any specific medicines to prevent or treat the new coronavirus?to date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-ncov).however, those infected with the virus should receive appropriate care to relieve and treat	0
symptoms, and those with severe illness should receive optimized supportive care. some specific treatments are under investigation, and will be tested through clinical trials. who is helping to accelerate research and development efforts with a range or partners. 	0
 i want to drive anywhere in the country and have cell service. that's all i ask.	0
according to who:covid-19 is not transmitted through housefliesto date, there is no evidence or information to suggest that the covid-19 virus transmitted through houseflies.	0
the virus that cause covid-19 spreads primarily through droplets generated when an infected person coughs, sneezes or speaks. you can also become infected by touching a contaminated surface and then touching your eyes, nose or mouth before washing your hands. to protect yourself,	0
keep at least 1-metre distance from others and disinfect frequently-touched surfaces. clean your hands thoroughly and often and avoid touching your eyes, mouth and nose.covid19 awarenesscampaign awareness pandemic stayhome staysafe 	0
breaking news: pope francis’ encounter with kim davis wasn’t an endorsement of her views, the vatican says.	0
 tactician.	0
 figured that, the douchebag pope wouldn't actually follow the bible, its not to his liking.	0
 then why did he feel the need to meet with her?	0
 sure. he just chose her at random. could have been you or me.	0
 yea, right.	0
 this is breaking news?	0
. the meeting was unfortunate nonetheless. why did  even give her the time of day? did he also meet with ?	0
. and it appears not to be much of an encounter. davis with the warhol clock running down...	0
 why did he include veiled follow up remarks during flight home?	0
  damage control, but the damage is done. very disappointed. it shouldn't have happened at all.	0
  backtracking bullshit this morning!	0
  if the wh were spinning this damage control they would've said kim davis was needing counsel about entering into her 5th marriage.	0
   liar. coward. hypocrite.	0
 who cares iam sick if this kim davis woman getting attention ... yes i respect her belief but move on	0
 kim davis appears to have exploited people her entire life.she apparently thrives off of hurting people, even 	0
 slap in face to gays.	0
 i have doubt with this pope .. i don't know, very confusing pope ever !	0
" ""i forsay character lies"" good digginns the fastest land acts were the break throughs ofclean spirit"	0
 this is why 'religiosity' sucks! they can't just take a stand. they have to play to the gallery.	0
  apparently once you're sufficiently holy it's totes ok to be wildly dishonest	0
 your idea of what is important and is breaking news is really off. not trending.	0
 ok to endorse religious beliefs; not ok to wield beliefs to support punishment of non believers!	0
 --a new spin; to stay politically correct, i suppose. prior reports have him supporting her bigoted actions. like catholic church.	0
  they are saying the meeting wasn't private, she was  in a group of people and the pope was not aware of her situation. ummm…	0
 doesn't matter. that 15 minute meeting pissed away his credibility with damn near everyone who isn't a against this non-issue.	0
. to be clear, pope francis did not have spiritual relations with that woman.	0
  bigger slap to the catholics! could'nt he find any doing god's work? he chose to bless born again before catholic, sad!	0
 my neighbor, a committed trumper, told me the cornoravirus [covid-19] is just like the flu; nothing to worry about. trump and his enablers have deluded millions of our fellow americans. dumptrump2020	1
if you were going to make up mocking, parody screenshots of fox news shows, they’d look exactly like these. 	1
 two more friends, trumpers both, just told me that’s it’s just like the flu and told me to stop with the fear mongering.	1
     cool, good thing surgical and cloths masks don’t cause significant hypoxia! ❤️“the prolonged use of medical masks when properly worn, does not cause co2 intoxication nor oxygen deficiency.”	0
     i'm curious...can you provide proof that masks don't work? as mentioned, medical professionals can and do wear them for hours. so if you're having surgery, you'd be ok with the doctor not wearing a mask while standing over your open, susceptible body? god forbid he sneezes.	0
     😍🥰research!!!😍🥰😍“conclusion:the study suggests that community mask use by well people could be beneficial, particularly for covid-19, where transmission may be pre-symptomatic.”	0
 sigueme y te sigo	1
 download all videos free porn star and register here comes 18+ 	1
 what about asunción, buenos aires, sao paulo? asunción is in the middle of everything in south américa, just saying...	1
 	1
 pi no no	1
  .	1
	1
 olhe	1
 	1
 _wood1 what is the goal of a vaccine? you guessed it. herd immunity! not everyone can take a vaccine. people used to have measle and chicken pox parties to get it over with. i’m not saying covid is the same disease but this idea you have to hide until there’s a vaccine is moronic	0
  that's just plain not true. we're not declining as a whole around the country but are holding fairly steady as some states improve but others get worse. and i notice you conveniently ignored all of the data i shared providing context to your first graph.	0
_wood1  i didn’t ignore anything. arguing on social media solves nothing. you’ll have your opinion no matter what i share.	0
_wood1  the fact of the matter is the general population of 18 to 50 that is relatively healthy is going to need to be exposed to covid. it’s called developing heard immunity. hiding in your house from the virus like it’s a cat burglar does not work. i’m not saying not to wear your mask.	0
 _wood1 this is false. the vaccine will create immunity as they have for other communicable diseases. there is no need to risk people’s lives until the vaccine because you don’t like a mask.	0
 _wood1 you’d rather knowingly let people die to achieve a goal that we will achieve in 6 months without the unnecessary deaths... wait for it... so you don’t have to wear a piece of cloth over your mouth sometimes...bless your heart. good bye	0
what is a novel coronavirus?a novel coronavirus is a new coronavirus that hasn't been previously identified. the virus causing coronavirus disease 2019 (covid-19) isn't the same as the coronaviruses that commonly circulate among humans &amp; cause mild illness like the common cold.	0
a diagnosis with coronavirus 229e, nl63, oc43, or hku1 is not the same as a covid-19 diagnosis.patients with covid-19 will be evaluated and cared for differently than patients with common coronavirus diagnosis.	0
"confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos""  "	0
 _pair spew the dew.	0
  doritos should develop a mountain dew flavored chip to close the circle.	0
"“: confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos""  "	0
  that's fucking disgusting	0
"“: the end is nigh rt  confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos""” ewwwitos 🙊😹"	0
"  code mane for project ""vomuke""."	0
@_david_edward it's never too soon. 	0
found something worse than psu-iu mt : pepsi making a doritos-flavored mountain dew  	0
"no : confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos""  "	0
 that's so 2013.... join isis, or is it isil, or is it is... you know what i mean	0
 nope. nope. nope.	0
 check it 	0
 it should really be called dordrinkos, an opportunity missed.	0
"nort  confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos"" "	0
  i think i just threw up a little.	0
 allahu akbar.	0
  breaking news: when twitter jokes go bad, cnbc financial analyst placed on no fly list and terrorist watch list	0
  fine more for me	0
  gag dewitos	0
  i hate to say it, but the way it looks in the photos resembles another kind of sample.	0
  hell naw i bet the shits gross	0
  not your best humor	0
"“: confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos""  "	0
"“: confirmed: pepsico's making doritos-flavored mountain dew called ""dewitos""   ewww!"	0
that sounds disgusting. “: pepsico is making a doritos-flavored mountain dew  	0
  nope	0
  because the original flavor wasn't bad enough.	0
  i choose to believe this is a lie.	0
 what the fuck...	0
"“: confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos"" nasty"	0
"“: confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos""  "	0
 you are a liar. please, for the love of all that is holy, please be a liar.	0
"what rt : pepsico is making a doritos-flavored mountain dew called ""dewitos""  "	0
 not only did i just throw up a little in my mouth, but i'm guessing that it tastes better than dewitos.	0
  hard to find a regular beer anymore but i don't drink em anyway.	0
"mt : pepsico making doritos-flavored mountain dew called ""dewitos""   &gt;&gt;no. just no."	0
  really!!😬	0
"😮rt“: confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos""  "	0
"drunkpepsi nasty mt  pepsico is making doritos-flavored mntn dew called ""dewitos""  "	0
"“: confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos""  mlg"	0
nasty. 🙅mt : confirmed: pepsico is making a doritos-flavored mountain dew ...  	0
  eewww,,,	0
"no. just no. mt  pepsico is making doritos-flavored mountain dew called ""dewitos""   "	0
